flow,hs4,hs6,hs_full,category,hs6_rule,status,ippi_napcs,hs6_desc,hs_full_desc,note
domestic_exports,7225,722511,72251100,Raw Materials,whole,keep,31212,"Flat rolled products, of silicon-electrical steel, >= 600 mm wide, grain oriented","Flat rolled products,of silicon-electrical steel, >= 600 mm wide, grain oriented",
domestic_exports,7225,722519,72251900,Raw Materials,whole,keep,31212,"Flat rolled products, of silicon-electrical steel, >= 600 mm wide, nes","Flat rolled products, of silicon-electrical steel, >= 600 mm wide, nes",
domestic_exports,7226,722611,72261100,Raw Materials,whole,keep,31212,"Flat rolled prod, al, o/t stainless, of sil elect steel, grain oriented, <600mm wide","Flat rolled prod,al,o/t stainless,of sil elect steel,grain oriented,<600mm wide",
domestic_exports,7226,722619,72261900,Raw Materials,whole,keep,31212,"Flat rolled products, alloy, o/t stain, of silicon elec steel, <600 mm wide, nes","Flat rolled products, alloy, o/t stain, of silicon elec steel, <600 mm wide, nes",
domestic_exports,7308,730820,73082000,Overhead Conductor,whole,keep,31212,"Towers and lattice masts, iron or steel","Towers and lattice masts, iron or steel",
domestic_exports,7407,740710,74071000,Raw Materials,whole,keep,322,"Bars, rods and profiles of refined copper","Bars, rods and profiles of refined copper",
domestic_exports,7408,740811,74081100,Raw Materials,whole,keep,322,Wire of refined copper of which the max cross sectional dimension exceeds 6mm,Wire of refined copper of which the max cross sectional dimension exceeds 6mm,
domestic_exports,7408,740819,74081900,Raw Materials,whole,keep,322,"Wire, of refined copper of which max cross-sectional dimension is 6mm or less","Wire, of refined copper of which max cross-sectional dimension is 6mm or less",
domestic_exports,7408,740821,74082100,Raw Materials,whole,keep,322,"Wire, of copper-zinc base alloys (brass)","Wire, of copper-zinc base alloys (brass)",
domestic_exports,7408,740829,74082900,Raw Materials,whole,keep,322,"Wire, copper alloy, nes","Wire, copper alloy, nes",
domestic_exports,7413,741300,74130000,Overhead Conductor,whole,keep,322,"Stranded wire, cable, plaited bands and the like, of copper not elec insulated","Stranded wire, cable, plaited bands and the like, of copper not elec insulated",
domestic_exports,7604,760410,76041000,Raw Materials,whole,keep,32711,"Bars, rods and profiles, aluminium, not alloyed","Bars, rods and profiles, aluminium, not alloyed",
domestic_exports,7604,760421,76042100,Raw Materials,whole,keep,32711,"Profiles, hollow, aluminium, alloyed","Profiles, hollow, aluminium, alloyed",
domestic_exports,7604,760429,76042900,Raw Materials,whole,keep,32711,"Bars, rods and other profiles, aluminium alloyed","Bars, rods and other profiles, aluminium alloyed",
domestic_exports,7605,760511,76051100,Raw Materials,whole,keep,32711,"Wire, aluminum, not alloyed, with a maximum cross-sectional dimension > 7mm","Wire, aluminum, not alloyed, with a maximum cross-sectional dimension > 7mm",
domestic_exports,7605,760519,76051900,Raw Materials,whole,keep,32711,"Wire,aluminum,not alloyed,with maximum cross-sectional dimension of 7mm or less","Wire,aluminum,not alloyed,with maximum cross-sectional dimension of 7mm or less",
domestic_exports,7605,760521,76052100,Raw Materials,whole,keep,32711,"Wire, of aluminum alloys, of which the maxium cross-sectional dimension > 7 mm","Wire, of aluminum alloys, of which the maxium cross-sectional dimension > 7 mm",
domestic_exports,7605,760529,76052900,Raw Materials,whole,keep,32711,"Wire, aluminium alloy, with a maximum cross sectional dimension of 7mm or less","Wire, aluminium alloy, with a maximum cross sectional dimension of 7mm or less",
domestic_exports,7614,761410,76141000,Overhead Conductor,whole,keep,32711,"Stranded wire, cables, plaited bands, etc, alum, steel core, not elect insul","Stranded wire, cables, plaited bands, etc, alum, steel core, not elect insul",
domestic_exports,7614,761490,76149000,Overhead Conductor,whole,keep,32711,"Stranded wire, cables, plaited bands & the like or alum, not elect insul, nes","Stranded wire, cables, plaited bands and the like or alum, not elect insul, nes",
domestic_exports,8504,850421,85042100,Medium / Substation Transformer,whole,keep,381221,"Liquid dielectric transformers, having a power handling capacity <=650 kVA","Liquid dielectric transformers, having a power handling capacity <=650 kVA",
domestic_exports,8504,850422,85042200,Medium / Substation Transformer,whole,keep,381221,"Liq dielectric transf, having a power handling cap >650 kVA but <= 10,000 kVA","Liq dielectric transf, having a power handling cap >650 kVA but <= 10,000 kVA",
domestic_exports,8504,850423,85042300,Medium / Substation Transformer,carveout,keep,381221,"Liq dielectric transf, having a power handling capacity exceeding 10,000 kVA","Liq dielectric transf, having a power handling capacity exceeding 10,000 kVA",
domestic_exports,8504,850431,85043100,,drop,not_used,P73,"Transformers electric, power handling capacity not exceeding 1 kVA, nes","Transformers electric, power handling capacity not exceeding 1 kVA, nes",
domestic_exports,8504,850432,85043200,,drop,not_used,P73,"Transformers electric, power handling capacity > 1 kVA but <= 16 kVA, nes","Transformers electric, power handling capacity > 1 kVA but <= 16 kVA, nes",
domestic_exports,8504,850433,85043300,Medium / Substation Transformer,whole,keep,381221,"Transformers electric, power handling capacity > 16 kVA but <= 500 kVA, nes","Transformers electric, power handling capacity > 16 kVA but <= 500 kVA, nes",
domestic_exports,8504,850434,85043400,Medium / Substation Transformer,whole,keep,381221,"Transformers electric, having a power handling capacity exceeding 500 kVA, nes","Transformers electric, having a power handling capacity exceeding 500 kVA, nes",
domestic_exports,8504,850440,85044000,Static power converters (incl. HVDC),carveout,keep,38125,"Static converters, nes","Static electric converters, nes",
domestic_exports,8504,850450,85045000,"Substation reactive-power equipment (shunt reactors, capacitor banks, SVC/STATCOM)",drop,not_used,38125,"Inductors, electric","Inductors, electric",
domestic_exports,8504,850490,85049000,Raw Materials,whole,keep,38122,"Parts of electrical transformers, static converters and inductors","Parts,of electrical transformers,static converters (ex rectifiers) and inductors",
domestic_exports,8532,853210,85321000,"Substation reactive-power equipment (shunt reactors, capacitor banks, SVC/STATCOM)",whole,keep,38125,Fixed capacitors dsnd for use in 50/60 Hz circuits & reactive power>=0.5 kvar,Fixed capacitors designed for use in 50/60 Hz circuits (power capacitors),
domestic_exports,8532,853229,85322900,"Substation reactive-power equipment (shunt reactors, capacitor banks, SVC/STATCOM)",whole,keep,38125,"Electrical capacitors, fixed, nes","Electrical capacitors, fixed, nes",
domestic_exports,8532,853230,85323000,"Substation reactive-power equipment (shunt reactors, capacitor banks, SVC/STATCOM)",whole,keep,38125,"Electrical capacitors, variable or adjustable (pre-set)","Electrical capacitors, variable or adjustable (pre-set)",
domestic_exports,8532,853290,85329000,"Substation reactive-power equipment (shunt reactors, capacitor banks, SVC/STATCOM)",whole,keep,38125,Parts of electrical capacitors,Parts of electrical capacitors,
domestic_exports,8535,853510,85351000,High-Voltage Switchgear,whole,keep,38123,"Electrical fuses, for a voltage exceeding 1,000 volts","Electrical fuses, for a voltage exceeding 1,000 volts",
domestic_exports,8535,853521,85352100,Medium-Voltage Switchgear,whole,keep,38123,"Automatic circuit breakers, for a voltage exceeding 1,000 volts but < 72.5 kV","Automatic circuit breakers, for a voltage exceeding 1,000 volts but < 72.5 kV",
domestic_exports,8535,853529,85352900,High-Voltage Switchgear,whole,keep,38123,"Automatic circuit breakers, for a voltage exceeding 1,000 volts, nes","Automatic circuit breakers, for a voltage exceeding 1,000 volts, nes",
domestic_exports,8535,853530,85353000,Disconnect Switches (HV/MV),whole,keep,38123,"Isolating switches and make-and-break switches, voltage > 1,000 volts","Isolating switches and make-and-break switches, voltage > 1,000 volts",
domestic_exports,8535,853540,85354000,High-Voltage Switchgear,whole,keep,38123,"Lightning arresters, voltage limiters and surge suppressors, > 1,000 V","Lightning arresters, voltage limiters and surge suppressors, > 1,000 V",
domestic_exports,8535,853590,85359000,High-Voltage Switchgear,whole,keep,38123,"Electrical apparatus for switching or protec elec circuits, > 1,000 volts, nes","Electrical apparatus for switching or protec elec circuits, > 1,000 volts, nes",
domestic_exports,8536,853610,85361000,Medium-Voltage Switchgear,whole,keep,38123,"Electrical fuses, for a voltage not exceeding 1,000 volts","Electrical fuses, for a voltage not exceeding 1,000 volts",
domestic_exports,8536,853620,85362000,Medium-Voltage Switchgear,whole,keep,38123,"Automatic circuit breakers for a voltage not exceeding 1,000 volts","Automatic circuit breakers for a voltage not exceeding 1,000 volts",
domestic_exports,8536,853630,85363000,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical app for protecting electric circuits, for a voltage <=1,000 V, nes","Electrical app for protecting electric circuits, for a voltage <=1,000 V, nes",
domestic_exports,8536,853641,85364100,Protection & Control panels,drop,not_used,38123,Electrical relays for a voltage not exceeding 60 volts,Electrical relays for a voltage not exceeding 60 volts,
domestic_exports,8536,853649,85364900,Protection & Control panels,whole,keep,38123,"Electrical relays for a voltage > 60 V but not exceeding 1,000 volts","Electrical relays for a voltage > 60 V but not exceeding 1,000 volts",
domestic_exports,8536,853650,85365000,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Electrical switches, for a voltage not exceeding 1,000 volts, nes",
domestic_exports,8536,853690,85369000,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical app for switching or protec elec circuits, not exceed 1,000 V, nes","Electrical apparatus,f making connections to/in electrical circuits,<=1,000V,nes",
domestic_exports,8537,853710,85371000,Protection & Control panels,whole,keep,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Boards, panels, including numerical control panels, for a voltage <=1,000 V",
domestic_exports,8537,853720,85372000,Protection & Control panels,whole,keep,38123,"Boards, panels, including numerical control panels, for a voltage > 1,000 V","Boards, panels, including numerical control panels, for a voltage > 1,000 V",
domestic_exports,8544,854411,85441100,Raw Materials,whole,keep,322,"Winding wire, insulated, of copper, electric, including enamelled or anodized","Winding wire, insulated, of copper, electric, including enamelled or anodized",
domestic_exports,8544,854419,85441900,Raw Materials,whole,keep,322,"Winding wire, insulated, o/t of copper, electric, including enamelled/anodized","Winding wire, insulated, o/t of copper, electric, including enamelled/anodized",
domestic_exports,8544,854420,85442000,Underground / Submarine Cable,drop,not_used,38121,Co-axial cable and other co-axial electric conductors,Co-axial cable and other co-axial electric conductors,
domestic_exports,8544,854442,85444210,Underground / Submarine Cable,drop,not_used,38121,"Electric conductors, insulated, for a voltage <= 1,000 V, fitted with connectors","Electric conductors, insulated, fitted with connectors, for a voltage <= 80 V",
domestic_exports,8544,854442,85444290,Underground / Submarine Cable,drop,not_used,38121,"Electric conductors, insulated, for a voltage <= 1,000 V, fitted with connectors","Electric conductors,insulated,fitted with connectors,for voltage > 80V <= 1,000V",
domestic_exports,8544,854449,85444910,Underground / Submarine Cable,whole,keep,38121,"Insulated conductors, ≤ 1,000 V, not fitted with connectors","Electric conductors, insulated, for a voltage not exceeding 80 V, nes",
domestic_exports,8544,854449,85444990,Underground / Submarine Cable,whole,keep,38121,"Insulated conductors, ≤ 1,000 V, not fitted with connectors","Electric conductors, insulated, for a voltage > 80 V but <= 1,000 V, nes",
domestic_exports,8544,854460,85446000,Underground / Submarine Cable,whole,keep,38121,"Electric conductors, insulated, for a voltage exceeding 1,000 V, nes","Electric conductors, insulated, for a voltage exceeding 1,000 V, nes",
domestic_exports,8546,854610,85461000,Raw Materials,whole,keep,29111,"Insulators, electrical, of glass","Insulators, electrical, of glass",
domestic_exports,8546,854620,85462000,Raw Materials,whole,keep,29111,Electrical insulators of ceramics,Electrical insulators of ceramics,
domestic_exports,8546,854690,85469000,Raw Materials,whole,keep,29111,"Electrical insulators, nes","Electrical insulators, nes",
domestic_exports,8547,854710,85471000,Raw Materials,whole,keep,29111,"Insulating fittings of ceramics for elec machines, appliances or equipment","Insulating fittings of ceramics for elec machines, appliances or equipment",
domestic_exports,8547,854720,85472000,Raw Materials,whole,keep,29111,"Insulating fittings of plastics for elec machines, appliances or equipment","Insulating fittings of plastics for elec machines, appliances or equipment",
domestic_exports,8547,854790,85479000,Raw Materials,whole,keep,29111,"Insulating fittings for electrical mach appliances or equipment, nes","Insulating fittings for electrical mach appliances or equipment, nes",
domestic_exports,9030,903031,90303100,,drop,not_used,P73,"Multimeters,w/o recording device,meas/chk vltge/curr/etc,o/t semicon wafers/dev","Multimeters,w/o recording device,meas/chk vltge/curr/etc,o/t semicon wafers/dev",
domestic_exports,9030,903032,90303200,,drop,not_used,P73,"Multimeters,with recording device,meas/chk vltge/curr/etc,o/t semicon wafers/dev","Multimeters,with recording device,meas/chk vltge/curr/etc,o/t semicon wafers/dev",
domestic_exports,9030,903033,90303300,,drop,not_used,P73,"Inst & app,f meas/checking voltage,curr, resis or power,w/o recording dev,nes","Instruments & app,w/o rec dev,meas/chk vltge/curr/resist/pwr,o/t semicon waf/dev",
domestic_exports,9030,903039,90303900,,drop,not_used,P73,"Inst & app, for measuring or checking voltage, current, etc, w/o a record dev","Instruments & app, w rec dev,meas/chk vltge/curr/resist/pwr, o/t semicon waf/dev",
domestic_exports,9030,903084,90308400,,drop,not_used,P73,"Inst & app,for measuring or checking elec quantities,with recording device,nes","Inst & app,for measuring or checking elec quantities,with a recording device,nes",
domestic_exports,9030,903089,90308900,,drop,not_used,P73,"Instruments and apparatus for measuring or checking electrical quantities, nes","Spectrum analyzers,instr & app for measuring/checking electrical quantities,nes",
